invocation_index,pass_index,query_index,asset_id,status,duration_ns,score,failure_category,failure_exception_type
153,1,53,synthetic/query/053,success,688271106,0.0839310884475708,,
154,1,54,synthetic/query/054,success,832932859,0.07484093308448792,,
155,1,55,synthetic/query/055,success,873585413,0.10465991497039795,,
156,1,56,synthetic/query/056,success,453553182,0.0906381607055664,,
157,1,57,synthetic/query/057,success,501418670,0.07266762852668762,,
158,1,58,synthetic/query/058,success,418618481,0.06856828927993774,,
159,1,59,synthetic/query/059,success,346641754,0.055054306983947754,,
160,1,60,synthetic/query/060,success,409751039,0.08129075169563293,,
161,1,61,synthetic/query/061,success,409752019,0.11343264579772949,,
162,1,62,synthetic/query/062,success,431102851,0.08079701662063599,,
163,1,63,synthetic/query/063,success,843832348,0.08805239200592041,,
164,1,64,synthetic/query/064,success,542189995,0.07212436199188232,,
165,1,65,synthetic/query/065,success,877859926,0.06058502197265625,,
166,1,66,synthetic/query/066,success,581186129,0.07692199945449829,,
167,1,67,synthetic/query/067,success,510763486,0.08586558699607849,,
168,1,68,synthetic/query/068,success,588682258,0.06594446301460266,,
169,1,69,synthetic/query/069,success,504427143,0.08131766319274902,,
170,1,70,synthetic/query/070,success,447625925,0.0957329273223877,,
171,1,71,synthetic/query/071,success,636157269,0.08336657285690308,,
172,1,72,synthetic/query/072,success,408434481,0.08320963382720947,,
173,1,73,synthetic/query/073,success,404530796,0.08248141407966614,,
174,1,74,synthetic/query/074,success,516905837,0.05131986737251282,,
175,1,75,synthetic/query/075,success,459124399,0.08950108289718628,,
176,1,76,synthetic/query/076,success,540032866,0.05682873725891113,,
177,1,77,synthetic/query/077,success,468085036,0.06153038144111633,,
178,1,78,synthetic/query/078,success,441169207,0.05856287479400635,,
179,1,79,synthetic/query/079,success,462442227,0.06162601709365845,,
180,1,80,synthetic/query/080,success,426100932,0.06562229990959167,,
181,1,81,synthetic/query/081,success,498679746,0.09228560328483582,,
182,1,82,synthetic/query/082,success,362491353,0.060340702533721924,,
183,1,83,synthetic/query/083,success,437446969,0.08545070886611938,,
184,1,84,synthetic/query/084,success,423161890,0.06350737810134888,,
185,1,85,synthetic/query/085,success,378373592,0.09975031018257141,,
186,1,86,synthetic/query/086,success,407093931,0.05910047888755798,,
187,1,87,synthetic/query/087,success,402158973,0.09887257218360901,,
188,1,88,synthetic/query/088,success,352935609,0.06553179025650024,,
189,1,89,synthetic/query/089,success,395819278,0.08273196220397949,,
190,1,90,synthetic/query/090,success,385216328,0.06387662887573242,,
191,1,91,synthetic/query/091,success,389533502,0.11498728394508362,,
192,1,92,synthetic/query/092,success,460028058,0.06111404299736023,,
193,1,93,synthetic/query/093,success,349148283,0.06834182143211365,,
194,1,94,synthetic/query/094,success,356143408,0.10598602890968323,,
195,1,95,synthetic/query/095,success,400950783,0.07899898290634155,,
196,1,96,synthetic/query/096,success,375544232,0.05502542853355408,,
197,1,97,synthetic/query/097,success,447857879,0.09636837244033813,,
198,1,98,synthetic/query/098,success,371212056,0.10205009579658508,,
199,1,99,synthetic/query/099,success,415873456,0.05691993236541748,,
200,2,0,synthetic/query/000,success,370948759,0.11556071043014526,,
201,2,1,synthetic/query/001,success,342851962,0.056819796562194824,,
202,2,2,synthetic/query/002,success,351464222,0.07399198412895203,,
203,2,3,synthetic/query/003,success,362228152,0.0637650191783905,,
204,2,4,synthetic/query/004,success,380165193,0.097206711769104,,
205,2,5,synthetic/query/005,success,419186762,0.08907085657119751,,
206,2,6,synthetic/query/006,success,370625044,0.09307286143302917,,
207,2,7,synthetic/query/007,success,382961855,0.05427396297454834,,
208,2,8,synthetic/query/008,success,387645061,0.0936419665813446,,
209,2,9,synthetic/query/009,success,351905116,0.08250007033348083,,
210,2,10,synthetic/query/010,success,358302752,0.06610774993896484,,
211,2,11,synthetic/query/011,success,369460461,0.06583952903747559,,
212,2,12,synthetic/query/012,success,361672517,0.06428897380828857,,
213,2,13,synthetic/query/013,success,466430773,0.06945142149925232,,
214,2,14,synthetic/query/014,success,410583842,0.13210880756378174,,
215,2,15,synthetic/query/015,success,379716066,0.07209736108779907,,
216,2,16,synthetic/query/016,success,367971027,0.09135082364082336,,
217,2,17,synthetic/query/017,success,368572534,0.08289346098899841,,
218,2,18,synthetic/query/018,success,372222805,0.07765814661979675,,
219,2,19,synthetic/query/019,success,316863280,0.060726553201675415,,
220,2,20,synthetic/query/020,success,361570310,0.049661874771118164,,
221,2,21,synthetic/query/021,success,417404929,0.06143689155578613,,
222,2,22,synthetic/query/022,success,368700268,0.06790441274642944,,
223,2,23,synthetic/query/023,success,368814092,0.10414594411849976,,
224,2,24,synthetic/query/024,success,385292500,0.05522391200065613,,
225,2,25,synthetic/query/025,success,329695377,0.10066273808479309,,
226,2,26,synthetic/query/026,success,338372157,0.0742376446723938,,
227,2,27,synthetic/query/027,success,366394150,0.09500104188919067,,
228,2,28,synthetic/query/028,success,335757162,0.05210837721824646,,
229,2,29,synthetic/query/029,success,366434157,0.13618916273117065,,
230,2,30,synthetic/query/030,success,372331247,0.08027899265289307,,
231,2,31,synthetic/query/031,success,383163260,0.06112074851989746,,
232,2,32,synthetic/query/032,success,362293156,0.10463464260101318,,
233,2,33,synthetic/query/033,success,365611398,0.06193476915359497,,
234,2,34,synthetic/query/034,success,342318205,0.10258716344833374,,
235,2,35,synthetic/query/035,success,324427615,0.0800449550151825,,
236,2,36,synthetic/query/036,success,518516103,0.06749019026756287,,
237,2,37,synthetic/query/037,success,598373047,0.0818561315536499,,
238,2,38,synthetic/query/038,success,527583620,0.1053386926651001,,
239,2,39,synthetic/query/039,success,447358295,0.06240576505661011,,
240,2,40,synthetic/query/040,success,541208500,0.07442241907119751,,
241,2,41,synthetic/query/041,success,485307700,0.10726258158683777,,
242,2,42,synthetic/query/042,success,487539600,0.060644447803497314,,
243,2,43,synthetic/query/043,success,471409160,0.09570232033729553,,
244,2,44,synthetic/query/044,success,550428026,0.06493881344795227,,
245,2,45,synthetic/query/045,success,392549296,0.08952420949935913,,
246,2,46,synthetic/query/046,success,378094607,0.08435502648353577,,
247,2,47,synthetic/query/047,success,454729572,0.10553139448165894,,
248,2,48,synthetic/query/048,success,490780199,0.07053017616271973,,
249,2,49,synthetic/query/049,success,437697685,0.05802434682846069,,
250,2,50,synthetic/query/050,success,425543692,0.05563855171203613,,
251,2,51,synthetic/query/051,success,574347895,0.09577673673629761,,
252,2,52,synthetic/query/052,success,419373497,0.09732484817504883,,
253,2,53,synthetic/query/053,success,527508026,0.0839310884475708,,
254,2,54,synthetic/query/054,success,481496020,0.07484093308448792,,
255,2,55,synthetic/query/055,success,478548247,0.10465991497039795,,
256,2,56,synthetic/query/056,success,570243764,0.0906381607055664,,
257,2,57,synthetic/query/057,success,427686658,0.07266762852668762,,
258,2,58,synthetic/query/058,success,550788808,0.06856828927993774,,
259,2,59,synthetic/query/059,success,477399608,0.055054306983947754,,
260,2,60,synthetic/query/060,success,461048081,0.08129075169563293,,
261,2,61,synthetic/query/061,success,435276065,0.11343264579772949,,
262,2,62,synthetic/query/062,success,375266091,0.08079701662063599,,
263,2,63,synthetic/query/063,success,414889725,0.08805239200592041,,
264,2,64,synthetic/query/064,success,449325236,0.07212436199188232,,
265,2,65,synthetic/query/065,success,534107893,0.06058502197265625,,
266,2,66,synthetic/query/066,success,646614713,0.07692199945449829,,
267,2,67,synthetic/query/067,success,480582971,0.08586558699607849,,
268,2,68,synthetic/query/068,success,466255299,0.06594446301460266,,
269,2,69,synthetic/query/069,success,500410481,0.08131766319274902,,
270,2,70,synthetic/query/070,success,472562912,0.0957329273223877,,
271,2,71,synthetic/query/071,success,741428865,0.08336657285690308,,
272,2,72,synthetic/query/072,success,536874190,0.08320963382720947,,
273,2,73,synthetic/query/073,success,905770321,0.08248141407966614,,
274,2,74,synthetic/query/074,success,560372859,0.05131986737251282,,
275,2,75,synthetic/query/075,success,582864785,0.08950108289718628,,
276,2,76,synthetic/query/076,success,669263699,0.05682873725891113,,
277,2,77,synthetic/query/077,success,871848668,0.06153038144111633,,
278,2,78,synthetic/query/078,success,859074243,0.05856287479400635,,
279,2,79,synthetic/query/079,success,868079245,0.06162601709365845,,
280,2,80,synthetic/query/080,success,450780805,0.06562229990959167,,
281,2,81,synthetic/query/081,success,617852235,0.09228560328483582,,
282,2,82,synthetic/query/082,success,435730964,0.060340702533721924,,
283,2,83,synthetic/query/083,success,344788931,0.08545070886611938,,
284,2,84,synthetic/query/084,success,486014353,0.06350737810134888,,
285,2,85,synthetic/query/085,success,770698005,0.09975031018257141,,
286,2,86,synthetic/query/086,success,1018627957,0.05910047888755798,,
287,2,87,synthetic/query/087,success,752249718,0.09887257218360901,,
288,2,88,synthetic/query/088,success,479654555,0.06553179025650024,,
289,2,89,synthetic/query/089,success,437956298,0.08273196220397949,,
290,2,90,synthetic/query/090,success,381115975,0.06387662887573242,,
291,2,91,synthetic/query/091,success,498896928,0.11498728394508362,,
292,2,92,synthetic/query/092,success,493865448,0.06111404299736023,,
293,2,93,synthetic/query/093,success,409961714,0.06834182143211365,,
294,2,94,synthetic/query/094,success,375201048,0.10598602890968323,,
295,2,95,synthetic/query/095,success,410376020,0.07899898290634155,,
296,2,96,synthetic/query/096,success,372345486,0.05502542853355408,,
297,2,97,synthetic/query/097,success,358327326,0.09636837244033813,,
298,2,98,synthetic/query/098,success,389789082,0.10205009579658508,,
299,2,99,synthetic/query/099,success,469134438,0.05691993236541748,,
