contract_version,run_id,run_kind,method,relative_path,true_class
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Anomaly/072.JPG,anomaly
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Anomaly/073.JPG,anomaly
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Anomaly/074.JPG,anomaly
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Anomaly/075.JPG,anomaly
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Anomaly/076.JPG,anomaly
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Anomaly/077.JPG,anomaly
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Anomaly/078.JPG,anomaly
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Anomaly/079.JPG,anomaly
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Anomaly/080.JPG,anomaly
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Anomaly/081.JPG,anomaly
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Anomaly/082.JPG,anomaly
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Anomaly/083.JPG,anomaly
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Anomaly/084.JPG,anomaly
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Anomaly/085.JPG,anomaly
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Anomaly/086.JPG,anomaly
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Anomaly/087.JPG,anomaly
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Anomaly/088.JPG,anomaly
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Anomaly/089.JPG,anomaly
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Anomaly/090.JPG,anomaly
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Anomaly/091.JPG,anomaly
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Anomaly/092.JPG,anomaly
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Anomaly/093.JPG,anomaly
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Anomaly/094.JPG,anomaly
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Anomaly/095.JPG,anomaly
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Anomaly/096.JPG,anomaly
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Anomaly/097.JPG,anomaly
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Anomaly/098.JPG,anomaly
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Anomaly/099.JPG,anomaly
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Normal/0011.JPG,normal
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Normal/0013.JPG,normal
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Normal/0016.JPG,normal
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Normal/0024.JPG,normal
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Normal/0026.JPG,normal
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Normal/0027.JPG,normal
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Normal/0046.JPG,normal
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Normal/0100.JPG,normal
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Normal/0107.JPG,normal
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Normal/0159.JPG,normal
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Normal/0168.JPG,normal
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Normal/0170.JPG,normal
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Normal/0172.JPG,normal
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Normal/0174.JPG,normal
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Normal/0178.JPG,normal
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Normal/0187.JPG,normal
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Normal/0196.JPG,normal
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Normal/0208.JPG,normal
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Normal/0214.JPG,normal
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Normal/0215.JPG,normal
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Normal/0237.JPG,normal
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Normal/0261.JPG,normal
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Normal/0286.JPG,normal
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Normal/0294.JPG,normal
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Normal/0297.JPG,normal
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Normal/0303.JPG,normal
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Normal/0306.JPG,normal
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Normal/0320.JPG,normal
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Normal/0333.JPG,normal
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Normal/0363.JPG,normal
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Normal/0377.JPG,normal
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Normal/0394.JPG,normal
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Normal/0400.JPG,normal
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Normal/0402.JPG,normal
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Normal/0417.JPG,normal
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Normal/0423.JPG,normal
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Normal/0427.JPG,normal
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Normal/0457.JPG,normal
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Normal/0469.JPG,normal
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Normal/0479.JPG,normal
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Normal/0483.JPG,normal
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Normal/0484.JPG,normal
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Normal/0488.JPG,normal
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Normal/0490.JPG,normal
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Normal/0514.JPG,normal
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Normal/0518.JPG,normal
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Normal/0520.JPG,normal
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Normal/0525.JPG,normal
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Normal/0545.JPG,normal
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Normal/0552.JPG,normal
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Normal/0569.JPG,normal
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Normal/0615.JPG,normal
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Normal/0617.JPG,normal
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Normal/0619.JPG,normal
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Normal/0621.JPG,normal
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Normal/0629.JPG,normal
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Normal/0631.JPG,normal
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Normal/0648.JPG,normal
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Normal/0654.JPG,normal
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Normal/0657.JPG,normal
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Normal/0659.JPG,normal
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Normal/0674.JPG,normal
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Normal/0684.JPG,normal
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Normal/0685.JPG,normal
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Normal/0688.JPG,normal
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Normal/0690.JPG,normal
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Normal/0694.JPG,normal
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Normal/0705.JPG,normal
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Normal/0725.JPG,normal
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Normal/0730.JPG,normal
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Normal/0735.JPG,normal
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Normal/0739.JPG,normal
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Normal/0751.JPG,normal
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Normal/0755.JPG,normal
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Normal/0764.JPG,normal
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Normal/0768.JPG,normal
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Normal/0779.JPG,normal
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Normal/0784.JPG,normal
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Normal/0796.JPG,normal
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Normal/0797.JPG,normal
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Normal/0800.JPG,normal
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Normal/0804.JPG,normal
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Normal/0811.JPG,normal
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Normal/0844.JPG,normal
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Normal/0869.JPG,normal
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Normal/0871.JPG,normal
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Normal/0892.JPG,normal
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Normal/0900.JPG,normal
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Normal/0920.JPG,normal
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Normal/0923.JPG,normal
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Normal/0935.JPG,normal
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Normal/0940.JPG,normal
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Normal/0952.JPG,normal
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Normal/0957.JPG,normal
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Normal/0964.JPG,normal
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Normal/0971.JPG,normal
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Normal/0974.JPG,normal
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Normal/0989.JPG,normal
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Normal/0994.JPG,normal
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Normal/1000.JPG,normal
