contract_version,run_id,run_kind,method,pass_index,asset_id,adapter_duration_ns,scorer_duration_ns,duration_ns,score_status,score_failure_code,anomaly_score
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000015,,418405982,418405982,ok,,0.0891320413627998
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000016,,484292715,484292715,ok,,0.15620923099303194
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000017,,386990262,386990262,ok,,0.10962087444063966
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000018,,391844432,391844432,ok,,0.11381995868148258
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000019,,416566391,416566391,ok,,0.09113922165903714
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000020,,434110213,434110213,ok,,0.09946746048597233
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000021,,439105241,439105241,ok,,0.09989211430904336
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000022,,396515669,396515669,ok,,0.11962637948414652
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000023,,414219274,414219274,ok,,0.11375046625218747
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000024,,389870025,389870025,ok,,0.1400912274441238
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000025,,423847313,423847313,ok,,0.11718306112254646
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000026,,440632578,440632578,ok,,0.14786001711726426
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000027,,416783852,416783852,ok,,0.1359017328715443
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000028,,408644455,408644455,ok,,0.0900997793352278
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000029,,422114510,422114510,ok,,0.09873902517913107
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000030,,418742043,418742043,ok,,0.0922592031258611
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000031,,454075203,454075203,ok,,0.09675013812770213
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000032,,423691805,423691805,ok,,0.12087775226820242
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000033,,460497754,460497754,ok,,0.11494016815350117
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000034,,428683392,428683392,ok,,0.13776993996526898
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000035,,498478200,498478200,ok,,0.1250562153173575
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000036,,389355024,389355024,ok,,0.10738006011666351
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000037,,468188816,468188816,ok,,0.1339191294307855
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000038,,409600721,409600721,ok,,0.0924896904194869
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000039,,464583936,464583936,ok,,0.09099278674535315
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000040,,462796032,462796032,ok,,0.12007565778699734
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000041,,393475769,393475769,ok,,0.09550886870322145
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000042,,410327057,410327057,ok,,0.13021297595861359
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000043,,429874943,429874943,ok,,0.12253682380181224
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000044,,439837171,439837171,ok,,0.08887361161240172
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000045,,418318405,418318405,ok,,0.14503556243063667
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000046,,399270686,399270686,ok,,0.12492913599210291
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000047,,374660301,374660301,ok,,0.11882662960393149
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000048,,435021868,435021868,ok,,0.1132417773046746
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000049,,437537346,437537346,ok,,0.11853225970032048
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000050,,466375243,466375243,ok,,0.15142294480134325
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000051,,424626787,424626787,ok,,0.15489181083606166
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000052,,453771877,453771877,ok,,0.1072970153933101
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000053,,450427597,450427597,ok,,0.11622832774550373
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000054,,451423603,451423603,ok,,0.11139848843582888
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000055,,437809627,437809627,ok,,0.09804077698715763
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000056,,424417933,424417933,ok,,0.1464521806981636
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000057,,471292747,471292747,ok,,0.1101207621329049
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000058,,526985367,526985367,ok,,0.12094021626261021
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000059,,413986305,413986305,ok,,0.0964061727522702
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000060,,422310357,422310357,ok,,0.09017106356488247
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000061,,431572388,431572388,ok,,0.08923561740774294
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000062,,417162158,417162158,ok,,0.16431387355890362
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000063,,430430022,430430022,ok,,0.10870690428489482
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000064,,386605080,386605080,ok,,0.14622509257922126
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000065,,398641486,398641486,ok,,0.12189157270279309
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000066,,416609934,416609934,ok,,0.13420691622404649
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000067,,420335545,420335545,ok,,0.11177377084044408
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000068,,416285320,416285320,ok,,0.11440480542894275
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000069,,396033066,396033066,ok,,0.10280356879720758
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000070,,408732779,408732779,ok,,0.10881299450734021
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000071,,435091352,435091352,ok,,0.10736431990908535
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000072,,419929957,419929957,ok,,0.12255808257766972
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000073,,437858740,437858740,ok,,0.09483003473662854
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000074,,380188532,380188532,ok,,0.11058269325452548
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000075,,457685060,457685060,ok,,0.09153942072529002
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000076,,368010438,368010438,ok,,0.1019408375001919
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000077,,400820556,400820556,ok,,0.11696581080182006
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000078,,512908075,512908075,ok,,0.13174972987278216
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000079,,422941583,422941583,ok,,0.114803535773265
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000080,,466102705,466102705,ok,,0.10396842988718409
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000081,,416858759,416858759,ok,,0.11873751418739621
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000082,,398340534,398340534,ok,,0.08201622622320358
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000083,,486303386,486303386,ok,,0.13798874722009977
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000084,,428867394,428867394,ok,,0.1399175010123113
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000085,,407927738,407927738,ok,,0.08977646177466274
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000086,,484716023,484716023,ok,,0.13152443009467915
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000087,,376469698,376469698,ok,,0.10576222180376042
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000088,,413057884,413057884,ok,,0.09440731886479416
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000089,,418846706,418846706,ok,,0.10945750173976304
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000090,,439641265,439641265,ok,,0.11638466000273662
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000091,,402665081,402665081,ok,,0.10273200351174903
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000092,,387660840,387660840,ok,,0.13419359982499848
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000093,,433128367,433128367,ok,,0.08647349825214735
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000094,,420057768,420057768,ok,,0.11783604149063025
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000095,,418198819,418198819,ok,,0.14879376489579363
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000096,,414157205,414157205,ok,,0.12023766706012717
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000097,,389033053,389033053,ok,,0.09395321762665652
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000098,,392521005,392521005,ok,,0.10059031883082144
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000099,,370067109,370067109,ok,,0.14867131646614903
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000100,,501634067,501634067,ok,,0.14328168288907572
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000101,,440223017,440223017,ok,,0.09819841270165287
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000102,,509349839,509349839,ok,,0.09307050951812856
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000103,,424225940,424225940,ok,,0.11488255230058304
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000104,,493728064,493728064,ok,,0.125225347399234
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000105,,403766016,403766016,ok,,0.1300061315802583
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000106,,399347345,399347345,ok,,0.15500522677212072
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000107,,434829656,434829656,ok,,0.09578016633236865
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000108,,403004471,403004471,ok,,0.108143748151508
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000109,,430916238,430916238,ok,,0.12418990647214051
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000110,,395519702,395519702,ok,,0.12876884604306246
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000111,,416863898,416863898,ok,,0.09705430427139283
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000112,,430136528,430136528,ok,,0.10552654245817789
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000113,,400745146,400745146,ok,,0.15291460846710117
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000114,,441846823,441846823,ok,,0.12129101327181756
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000115,,387792280,387792280,ok,,0.09219889847598967
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000116,,415628276,415628276,ok,,0.10673539160742446
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000117,,405559193,405559193,ok,,0.14439336933783384
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000118,,419079317,419079317,ok,,0.11315662346985199
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000119,,445811129,445811129,ok,,0.14153682688793276
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000120,,397546595,397546595,ok,,0.12124858990775317
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000121,,411483747,411483747,ok,,0.13329074989625336
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000122,,380406625,380406625,ok,,0.09273183765970201
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000123,,385271221,385271221,ok,,0.17235731018804443
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000124,,438565729,438565729,ok,,0.11085847039386802
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000125,,426833622,426833622,ok,,0.1338496904300358
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000126,,418307655,418307655,ok,,0.15111956901820314
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000127,,391006206,391006206,ok,,0.10110138865280767
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000128,,494778808,494778808,ok,,0.12937918193597944
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000129,,426855943,426855943,ok,,0.10815352424071865
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000130,,506419246,506419246,ok,,0.14093252253008057
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000131,,476721004,476721004,ok,,0.11062798904801764
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000132,,457563523,457563523,ok,,0.11308452538684581
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000133,,443070508,443070508,ok,,0.0832967553721445
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000134,,381088950,381088950,ok,,0.13651658982167184
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000135,,403653821,403653821,ok,,0.1345805403175415
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000136,,402660630,402660630,ok,,0.10215566597670327
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000137,,440107052,440107052,ok,,0.1026064125198796
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000138,,421582705,421582705,ok,,0.10669757668722818
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000139,,403944161,403944161,ok,,0.10337745036840341
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000140,,403969930,403969930,ok,,0.11421039791116921
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000141,,421347702,421347702,ok,,0.1416506999764787
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000142,,434510929,434510929,ok,,0.1133176438893646
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000143,,449198953,449198953,ok,,0.1543645561281263
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000144,,389160761,389160761,ok,,0.11693101399913597
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000145,,390070280,390070280,ok,,0.14087099358316174
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000146,,373276677,373276677,ok,,0.17056824895950448
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000147,,425944576,425944576,ok,,0.1328955723536391
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000148,,454200126,454200126,ok,,0.09564261975181372
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000149,,410086878,410086878,ok,,0.09884933926032528
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000150,,473740764,473740764,ok,,0.10123455821398124
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000151,,468610232,468610232,ok,,0.11022349813155395
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000152,,452801608,452801608,ok,,0.15481939895117133
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000153,,430259884,430259884,ok,,0.17140307380340813
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000154,,629929319,629929319,ok,,0.10396693469128583
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000155,,479325632,479325632,ok,,0.09074718414943865
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000156,,433799235,433799235,ok,,0.1554113558778346
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000157,,379456494,379456494,ok,,0.11726159543982428
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000158,,421777828,421777828,ok,,0.1590759299766494
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000159,,415694221,415694221,ok,,0.15866395162907693
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000160,,433776067,433776067,ok,,0.10970101825458507
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000161,,440152213,440152213,ok,,0.12026688503095617
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000162,,388818273,388818273,ok,,0.10337966378830327
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000163,,377210705,377210705,ok,,0.0950283450750395
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000164,,447233502,447233502,ok,,0.16180675646374035
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000165,,413061675,413061675,ok,,0.12015129421126336
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000166,,416907215,416907215,ok,,0.14347744784230473
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000167,,375081376,375081376,ok,,0.10135549683039004
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000168,,398350262,398350262,ok,,0.1166201654068398
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000169,,380083173,380083173,ok,,0.1242468232863508
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000170,,572073118,572073118,ok,,0.13857478842873536
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000171,,463505580,463505580,ok,,0.16173863793688395
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000172,,407130190,407130190,ok,,0.15753516687878646
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000173,,396936888,396936888,ok,,0.1511260176106783
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000174,,530503339,530503339,ok,,0.1085250858959157
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000175,,419112975,419112975,ok,,0.10081331956564767
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000176,,464349286,464349286,ok,,0.10924551275279587
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000177,,490461763,490461763,ok,,0.10836970708985787
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000178,,474846257,474846257,ok,,0.12370268097177896
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000179,,431169387,431169387,ok,,0.11698700765005697
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000180,,379716943,379716943,ok,,0.1731003235077017
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,0,asset-000181,,424016087,424016087,ok,,0.10329139966471824
