contract_version,run_id,run_kind,method,relative_path,score_status,score_failure_code,anomaly_score,threshold,threshold_source_path,calibration_sample_count,calibration_rank,predicted_class,is_anomalous,decision_reason,score_margin
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,patch_hog_one_class_svm,pcb1/Data/Images/Anomaly/023.JPG,ok,,0.16864137286597777,0.17611826509314352,pcb1/Data/Images/Normal/0660.JPG,884,840,normal,false,score_at_or_below_threshold,-0.007476892227165743
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,patch_hog_one_class_svm,pcb1/Data/Images/Anomaly/024.JPG,ok,,0.177858921098347,0.17611826509314352,pcb1/Data/Images/Normal/0660.JPG,884,840,anomalous,true,score_above_threshold,0.0017406560052034836
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,patch_hog_one_class_svm,pcb1/Data/Images/Anomaly/025.JPG,ok,,0.12700835086245535,0.17611826509314352,pcb1/Data/Images/Normal/0660.JPG,884,840,normal,false,score_at_or_below_threshold,-0.04910991423068817
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,patch_hog_one_class_svm,pcb1/Data/Images/Anomaly/026.JPG,ok,,0.17193981477287426,0.17611826509314352,pcb1/Data/Images/Normal/0660.JPG,884,840,normal,false,score_at_or_below_threshold,-0.004178450320269256
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,patch_hog_one_class_svm,pcb1/Data/Images/Anomaly/027.JPG,ok,,0.12590604097002947,0.17611826509314352,pcb1/Data/Images/Normal/0660.JPG,884,840,normal,false,score_at_or_below_threshold,-0.050212224123114046
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,patch_hog_one_class_svm,pcb1/Data/Images/Anomaly/028.JPG,ok,,0.17156870252287046,0.17611826509314352,pcb1/Data/Images/Normal/0660.JPG,884,840,normal,false,score_at_or_below_threshold,-0.004549562570273058
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,patch_hog_one_class_svm,pcb1/Data/Images/Anomaly/029.JPG,ok,,0.15249706984651687,0.17611826509314352,pcb1/Data/Images/Normal/0660.JPG,884,840,normal,false,score_at_or_below_threshold,-0.023621195246626647
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,patch_hog_one_class_svm,pcb1/Data/Images/Anomaly/030.JPG,ok,,0.14598710891037228,0.17611826509314352,pcb1/Data/Images/Normal/0660.JPG,884,840,normal,false,score_at_or_below_threshold,-0.030131156182771235
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,patch_hog_one_class_svm,pcb1/Data/Images/Anomaly/031.JPG,ok,,0.135659813914471,0.17611826509314352,pcb1/Data/Images/Normal/0660.JPG,884,840,normal,false,score_at_or_below_threshold,-0.04045845117867253
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,patch_hog_one_class_svm,pcb1/Data/Images/Anomaly/032.JPG,ok,,0.1366633241570722,0.17611826509314352,pcb1/Data/Images/Normal/0660.JPG,884,840,normal,false,score_at_or_below_threshold,-0.039454940936071325
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,patch_hog_one_class_svm,pcb1/Data/Images/Anomaly/033.JPG,ok,,0.1385854887621411,0.17611826509314352,pcb1/Data/Images/Normal/0660.JPG,884,840,normal,false,score_at_or_below_threshold,-0.03753277633100241
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,patch_hog_one_class_svm,pcb1/Data/Images/Anomaly/034.JPG,ok,,0.1734675558178436,0.17611826509314352,pcb1/Data/Images/Normal/0660.JPG,884,840,normal,false,score_at_or_below_threshold,-0.002650709275299923
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,patch_hog_one_class_svm,pcb1/Data/Images/Anomaly/035.JPG,ok,,0.13772024876193573,0.17611826509314352,pcb1/Data/Images/Normal/0660.JPG,884,840,normal,false,score_at_or_below_threshold,-0.03839801633120779
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,patch_hog_one_class_svm,pcb1/Data/Images/Anomaly/036.JPG,ok,,0.12587843599509874,0.17611826509314352,pcb1/Data/Images/Normal/0660.JPG,884,840,normal,false,score_at_or_below_threshold,-0.05023982909804478
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,patch_hog_one_class_svm,pcb1/Data/Images/Anomaly/037.JPG,ok,,0.14064503681230053,0.17611826509314352,pcb1/Data/Images/Normal/0660.JPG,884,840,normal,false,score_at_or_below_threshold,-0.03547322828084298
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,patch_hog_one_class_svm,pcb1/Data/Images/Anomaly/038.JPG,ok,,0.1323783183754597,0.17611826509314352,pcb1/Data/Images/Normal/0660.JPG,884,840,normal,false,score_at_or_below_threshold,-0.0437399467176838
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,patch_hog_one_class_svm,pcb1/Data/Images/Anomaly/039.JPG,ok,,0.13319149259690838,0.17611826509314352,pcb1/Data/Images/Normal/0660.JPG,884,840,normal,false,score_at_or_below_threshold,-0.04292677249623514
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,patch_hog_one_class_svm,pcb1/Data/Images/Anomaly/040.JPG,ok,,0.16973622675155284,0.17611826509314352,pcb1/Data/Images/Normal/0660.JPG,884,840,normal,false,score_at_or_below_threshold,-0.006382038341590679
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,patch_hog_one_class_svm,pcb1/Data/Images/Anomaly/041.JPG,ok,,0.17649648432325463,0.17611826509314352,pcb1/Data/Images/Normal/0660.JPG,884,840,anomalous,true,score_above_threshold,0.0003782192301111098
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,patch_hog_one_class_svm,pcb1/Data/Images/Anomaly/042.JPG,ok,,0.16930897598261865,0.17611826509314352,pcb1/Data/Images/Normal/0660.JPG,884,840,normal,false,score_at_or_below_threshold,-0.006809289110524863
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,patch_hog_one_class_svm,pcb1/Data/Images/Anomaly/043.JPG,ok,,0.18054713627566488,0.17611826509314352,pcb1/Data/Images/Normal/0660.JPG,884,840,anomalous,true,score_above_threshold,0.00442887118252136
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,patch_hog_one_class_svm,pcb1/Data/Images/Anomaly/044.JPG,ok,,0.17136557446818979,0.17611826509314352,pcb1/Data/Images/Normal/0660.JPG,884,840,normal,false,score_at_or_below_threshold,-0.0047526906249537315
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,patch_hog_one_class_svm,pcb1/Data/Images/Anomaly/045.JPG,ok,,0.1704783359888212,0.17611826509314352,pcb1/Data/Images/Normal/0660.JPG,884,840,normal,false,score_at_or_below_threshold,-0.0056399291043223165
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,patch_hog_one_class_svm,pcb1/Data/Images/Anomaly/046.JPG,ok,,0.17355543081858496,0.17611826509314352,pcb1/Data/Images/Normal/0660.JPG,884,840,normal,false,score_at_or_below_threshold,-0.0025628342745585564
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,patch_hog_one_class_svm,pcb1/Data/Images/Anomaly/047.JPG,ok,,0.1622217062673983,0.17611826509314352,pcb1/Data/Images/Normal/0660.JPG,884,840,normal,false,score_at_or_below_threshold,-0.013896558825745225
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,patch_hog_one_class_svm,pcb1/Data/Images/Anomaly/048.JPG,ok,,0.16756496157362202,0.17611826509314352,pcb1/Data/Images/Normal/0660.JPG,884,840,normal,false,score_at_or_below_threshold,-0.008553303519521493
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,patch_hog_one_class_svm,pcb1/Data/Images/Anomaly/049.JPG,ok,,0.13325455217040852,0.17611826509314352,pcb1/Data/Images/Normal/0660.JPG,884,840,normal,false,score_at_or_below_threshold,-0.042863712922735
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,patch_hog_one_class_svm,pcb1/Data/Images/Anomaly/050.JPG,ok,,0.18452287447849022,0.17611826509314352,pcb1/Data/Images/Normal/0660.JPG,884,840,anomalous,true,score_above_threshold,0.008404609385346706
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,patch_hog_one_class_svm,pcb1/Data/Images/Anomaly/051.JPG,ok,,0.1849099134285059,0.17611826509314352,pcb1/Data/Images/Normal/0660.JPG,884,840,anomalous,true,score_above_threshold,0.00879164833536239
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,patch_hog_one_class_svm,pcb1/Data/Images/Anomaly/052.JPG,ok,,0.16171565045400066,0.17611826509314352,pcb1/Data/Images/Normal/0660.JPG,884,840,normal,false,score_at_or_below_threshold,-0.014402614639142858
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,patch_hog_one_class_svm,pcb1/Data/Images/Anomaly/053.JPG,ok,,0.16571400754132531,0.17611826509314352,pcb1/Data/Images/Normal/0660.JPG,884,840,normal,false,score_at_or_below_threshold,-0.010404257551818202
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,patch_hog_one_class_svm,pcb1/Data/Images/Anomaly/054.JPG,ok,,0.17006413688607705,0.17611826509314352,pcb1/Data/Images/Normal/0660.JPG,884,840,normal,false,score_at_or_below_threshold,-0.006054128207066467
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,patch_hog_one_class_svm,pcb1/Data/Images/Anomaly/055.JPG,ok,,0.16474311110153694,0.17611826509314352,pcb1/Data/Images/Normal/0660.JPG,884,840,normal,false,score_at_or_below_threshold,-0.011375153991606574
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,patch_hog_one_class_svm,pcb1/Data/Images/Anomaly/056.JPG,ok,,0.1472740723672947,0.17611826509314352,pcb1/Data/Images/Normal/0660.JPG,884,840,normal,false,score_at_or_below_threshold,-0.028844192725848816
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,patch_hog_one_class_svm,pcb1/Data/Images/Anomaly/057.JPG,ok,,0.16164618703101308,0.17611826509314352,pcb1/Data/Images/Normal/0660.JPG,884,840,normal,false,score_at_or_below_threshold,-0.014472078062130439
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,patch_hog_one_class_svm,pcb1/Data/Images/Anomaly/058.JPG,ok,,0.1672940508421478,0.17611826509314352,pcb1/Data/Images/Normal/0660.JPG,884,840,normal,false,score_at_or_below_threshold,-0.008824214250995721
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,patch_hog_one_class_svm,pcb1/Data/Images/Anomaly/059.JPG,ok,,0.1722866272267627,0.17611826509314352,pcb1/Data/Images/Normal/0660.JPG,884,840,normal,false,score_at_or_below_threshold,-0.003831637866380827
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,patch_hog_one_class_svm,pcb1/Data/Images/Anomaly/060.JPG,ok,,0.16469738906245715,0.17611826509314352,pcb1/Data/Images/Normal/0660.JPG,884,840,normal,false,score_at_or_below_threshold,-0.011420876030686367
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,patch_hog_one_class_svm,pcb1/Data/Images/Anomaly/061.JPG,ok,,0.1514157825079647,0.17611826509314352,pcb1/Data/Images/Normal/0660.JPG,884,840,normal,false,score_at_or_below_threshold,-0.02470248258517882
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,patch_hog_one_class_svm,pcb1/Data/Images/Anomaly/062.JPG,ok,,0.11155587245894544,0.17611826509314352,pcb1/Data/Images/Normal/0660.JPG,884,840,normal,false,score_at_or_below_threshold,-0.06456239263419808
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,patch_hog_one_class_svm,pcb1/Data/Images/Anomaly/063.JPG,ok,,0.14156155837328896,0.17611826509314352,pcb1/Data/Images/Normal/0660.JPG,884,840,normal,false,score_at_or_below_threshold,-0.03455670671985456
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,patch_hog_one_class_svm,pcb1/Data/Images/Anomaly/064.JPG,ok,,0.17279555782070202,0.17611826509314352,pcb1/Data/Images/Normal/0660.JPG,884,840,normal,false,score_at_or_below_threshold,-0.003322707272441494
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,patch_hog_one_class_svm,pcb1/Data/Images/Anomaly/065.JPG,ok,,0.14720969661472053,0.17611826509314352,pcb1/Data/Images/Normal/0660.JPG,884,840,normal,false,score_at_or_below_threshold,-0.02890856847842299
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,patch_hog_one_class_svm,pcb1/Data/Images/Anomaly/066.JPG,ok,,0.18144710855733978,0.17611826509314352,pcb1/Data/Images/Normal/0660.JPG,884,840,anomalous,true,score_above_threshold,0.0053288434641962645
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,patch_hog_one_class_svm,pcb1/Data/Images/Anomaly/067.JPG,ok,,0.1836927651323472,0.17611826509314352,pcb1/Data/Images/Normal/0660.JPG,884,840,anomalous,true,score_above_threshold,0.00757450003920368
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,patch_hog_one_class_svm,pcb1/Data/Images/Anomaly/068.JPG,ok,,0.17159244116024863,0.17611826509314352,pcb1/Data/Images/Normal/0660.JPG,884,840,normal,false,score_at_or_below_threshold,-0.004525823932894885
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,patch_hog_one_class_svm,pcb1/Data/Images/Anomaly/069.JPG,ok,,0.13280997724656743,0.17611826509314352,pcb1/Data/Images/Normal/0660.JPG,884,840,normal,false,score_at_or_below_threshold,-0.04330828784657609
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,patch_hog_one_class_svm,pcb1/Data/Images/Anomaly/070.JPG,ok,,0.14306133250952205,0.17611826509314352,pcb1/Data/Images/Normal/0660.JPG,884,840,normal,false,score_at_or_below_threshold,-0.03305693258362147
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,patch_hog_one_class_svm,pcb1/Data/Images/Anomaly/071.JPG,ok,,0.15728351037162142,0.17611826509314352,pcb1/Data/Images/Normal/0660.JPG,884,840,normal,false,score_at_or_below_threshold,-0.0188347547215221
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,patch_hog_one_class_svm,pcb1/Data/Images/Anomaly/072.JPG,ok,,0.16861757298936852,0.17611826509314352,pcb1/Data/Images/Normal/0660.JPG,884,840,normal,false,score_at_or_below_threshold,-0.007500692103774992
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,patch_hog_one_class_svm,pcb1/Data/Images/Anomaly/073.JPG,ok,,0.16072608862998025,0.17611826509314352,pcb1/Data/Images/Normal/0660.JPG,884,840,normal,false,score_at_or_below_threshold,-0.015392176463163265
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,patch_hog_one_class_svm,pcb1/Data/Images/Anomaly/074.JPG,ok,,0.1249436702717861,0.17611826509314352,pcb1/Data/Images/Normal/0660.JPG,884,840,normal,false,score_at_or_below_threshold,-0.051174594821357416
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,patch_hog_one_class_svm,pcb1/Data/Images/Anomaly/075.JPG,ok,,0.14610405967526038,0.17611826509314352,pcb1/Data/Images/Normal/0660.JPG,884,840,normal,false,score_at_or_below_threshold,-0.030014205417883133
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,patch_hog_one_class_svm,pcb1/Data/Images/Anomaly/076.JPG,ok,,0.14673508736638483,0.17611826509314352,pcb1/Data/Images/Normal/0660.JPG,884,840,normal,false,score_at_or_below_threshold,-0.02938317772675869
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,patch_hog_one_class_svm,pcb1/Data/Images/Anomaly/077.JPG,ok,,0.16743564226223387,0.17611826509314352,pcb1/Data/Images/Normal/0660.JPG,884,840,normal,false,score_at_or_below_threshold,-0.008682622830909648
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,patch_hog_one_class_svm,pcb1/Data/Images/Anomaly/078.JPG,ok,,0.15335686520717046,0.17611826509314352,pcb1/Data/Images/Normal/0660.JPG,884,840,normal,false,score_at_or_below_threshold,-0.02276139988597306
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,patch_hog_one_class_svm,pcb1/Data/Images/Anomaly/079.JPG,ok,,0.17325696322663509,0.17611826509314352,pcb1/Data/Images/Normal/0660.JPG,884,840,normal,false,score_at_or_below_threshold,-0.002861301866508431
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,patch_hog_one_class_svm,pcb1/Data/Images/Anomaly/080.JPG,ok,,0.16338403365685414,0.17611826509314352,pcb1/Data/Images/Normal/0660.JPG,884,840,normal,false,score_at_or_below_threshold,-0.012734231436289378
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,patch_hog_one_class_svm,pcb1/Data/Images/Anomaly/081.JPG,ok,,0.13935168573181791,0.17611826509314352,pcb1/Data/Images/Normal/0660.JPG,884,840,normal,false,score_at_or_below_threshold,-0.0367665793613256
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,patch_hog_one_class_svm,pcb1/Data/Images/Anomaly/082.JPG,ok,,0.11713958082937248,0.17611826509314352,pcb1/Data/Images/Normal/0660.JPG,884,840,normal,false,score_at_or_below_threshold,-0.058978684263771036
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,patch_hog_one_class_svm,pcb1/Data/Images/Anomaly/083.JPG,ok,,0.10150807319839171,0.17611826509314352,pcb1/Data/Images/Normal/0660.JPG,884,840,normal,false,score_at_or_below_threshold,-0.0746101918947518
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,patch_hog_one_class_svm,pcb1/Data/Images/Anomaly/084.JPG,ok,,0.15147460248865643,0.17611826509314352,pcb1/Data/Images/Normal/0660.JPG,884,840,normal,false,score_at_or_below_threshold,-0.024643662604487082
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,patch_hog_one_class_svm,pcb1/Data/Images/Anomaly/085.JPG,ok,,0.18931209840750496,0.17611826509314352,pcb1/Data/Images/Normal/0660.JPG,884,840,anomalous,true,score_above_threshold,0.013193833314361442
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,patch_hog_one_class_svm,pcb1/Data/Images/Anomaly/086.JPG,ok,,0.13352132953861492,0.17611826509314352,pcb1/Data/Images/Normal/0660.JPG,884,840,normal,false,score_at_or_below_threshold,-0.04259693555452859
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,patch_hog_one_class_svm,pcb1/Data/Images/Anomaly/087.JPG,ok,,0.163609958563366,0.17611826509314352,pcb1/Data/Images/Normal/0660.JPG,884,840,normal,false,score_at_or_below_threshold,-0.012508306529777524
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,patch_hog_one_class_svm,pcb1/Data/Images/Anomaly/088.JPG,ok,,0.18651721130200336,0.17611826509314352,pcb1/Data/Images/Normal/0660.JPG,884,840,anomalous,true,score_above_threshold,0.010398946208859838
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,patch_hog_one_class_svm,pcb1/Data/Images/Anomaly/089.JPG,ok,,0.16829971593016058,0.17611826509314352,pcb1/Data/Images/Normal/0660.JPG,884,840,normal,false,score_at_or_below_threshold,-0.00781854916298294
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,patch_hog_one_class_svm,pcb1/Data/Images/Anomaly/090.JPG,ok,,0.17858696384674896,0.17611826509314352,pcb1/Data/Images/Normal/0660.JPG,884,840,anomalous,true,score_above_threshold,0.002468698753605447
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,patch_hog_one_class_svm,pcb1/Data/Images/Anomaly/091.JPG,ok,,0.14658228602418438,0.17611826509314352,pcb1/Data/Images/Normal/0660.JPG,884,840,normal,false,score_at_or_below_threshold,-0.029535979068959134
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,patch_hog_one_class_svm,pcb1/Data/Images/Anomaly/092.JPG,ok,,0.1517530210521842,0.17611826509314352,pcb1/Data/Images/Normal/0660.JPG,884,840,normal,false,score_at_or_below_threshold,-0.024365244040959327
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,patch_hog_one_class_svm,pcb1/Data/Images/Anomaly/093.JPG,ok,,0.14927566322405947,0.17611826509314352,pcb1/Data/Images/Normal/0660.JPG,884,840,normal,false,score_at_or_below_threshold,-0.02684260186908405
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,patch_hog_one_class_svm,pcb1/Data/Images/Anomaly/094.JPG,ok,,0.12966817946304118,0.17611826509314352,pcb1/Data/Images/Normal/0660.JPG,884,840,normal,false,score_at_or_below_threshold,-0.046450085630102333
