contract_version,run_id,run_kind,method,asset_id,score_status,score_failure_code,anomaly_score,diagnostics_json
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,asset-000010,ok,,0.6168852563397291,"{""correlation"":0.6074860160968665,""effective_pixel_count"":236911,""effective_support_fraction"":1.0,""registration_status"":""ok"",""registration_valid_fraction"":0.9817161560058594,""rotation_degrees"":0.24886381704132027,""top_pixel_count"":2370,""translation_x_pixels"":3.4588983058929443,""translation_y_pixels"":5.970203876495361,""warp_matrix"":[[0.9999905824661255,-0.004343479406088591,3.4588983058929443],[0.004343479406088591,0.9999905824661255,5.970203876495361]]}"
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,asset-000011,ok,,0.23828158352193954,"{""correlation"":0.9424311062660055,""effective_pixel_count"":236911,""effective_support_fraction"":1.0,""registration_status"":""ok"",""registration_valid_fraction"":0.983245849609375,""rotation_degrees"":0.4167854236360303,""top_pixel_count"":2370,""translation_x_pixels"":9.49660873413086,""translation_y_pixels"":-1.1937521696090698,""warp_matrix"":[[0.9999735355377197,-0.007274213712662458,9.49660873413086],[0.007274213712662458,0.9999735355377197,-1.1937521696090698]]}"
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,asset-000012,ok,,0.26271062368833564,"{""correlation"":0.9496742496501528,""effective_pixel_count"":236911,""effective_support_fraction"":1.0,""registration_status"":""ok"",""registration_valid_fraction"":0.9636726379394531,""rotation_degrees"":-0.390828075309583,""top_pixel_count"":2370,""translation_x_pixels"":-11.871541023254395,""translation_y_pixels"":10.381901741027832,""warp_matrix"":[[0.9999767541885376,0.006821183953434229,-11.871541023254395],[-0.006821183953434229,0.9999767541885376,10.381901741027832]]}"
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,asset-000013,ok,,0.6106555877858576,"{""correlation"":0.5740947095706764,""effective_pixel_count"":236911,""effective_support_fraction"":1.0,""registration_status"":""ok"",""registration_valid_fraction"":0.9865036010742188,""rotation_degrees"":-0.4519171121232923,""top_pixel_count"":2370,""translation_x_pixels"":-6.265755653381348,""translation_y_pixels"":4.709287643432617,""warp_matrix"":[[0.9999688863754272,0.007887359708547592,-6.265755653381348],[-0.007887359708547592,0.9999688863754272,4.709287643432617]]}"
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,asset-000014,ok,,0.6200170921876964,"{""correlation"":0.5893054341476947,""effective_pixel_count"":236911,""effective_support_fraction"":1.0,""registration_status"":""ok"",""registration_valid_fraction"":0.983062744140625,""rotation_degrees"":0.8169720716100102,""top_pixel_count"":2370,""translation_x_pixels"":4.335871696472168,""translation_y_pixels"":3.2564151287078857,""warp_matrix"":[[0.999898374080658,-0.01425836980342865,4.335871696472168],[0.01425836980342865,0.999898374080658,3.2564151287078857]]}"
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,asset-000015,ok,,0.27038906092403103,"{""correlation"":0.9297094532591244,""effective_pixel_count"":236732,""effective_support_fraction"":0.9992444420056477,""registration_status"":""ok"",""registration_valid_fraction"":0.9704322814941406,""rotation_degrees"":0.10777999046117594,""top_pixel_count"":2368,""translation_x_pixels"":11.543439865112305,""translation_y_pixels"":3.731633424758911,""warp_matrix"":[[0.9999982118606567,-0.001881114556454122,11.543439865112305],[0.001881114556454122,0.9999982118606567,3.731633424758911]]}"
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,asset-000016,ok,,0.5386210387302033,"{""correlation"":0.6910637728533255,""effective_pixel_count"":235348,""effective_support_fraction"":0.9934025857811584,""registration_status"":""ok"",""registration_valid_fraction"":0.95977783203125,""rotation_degrees"":0.3655766805251373,""top_pixel_count"":2354,""translation_x_pixels"":15.301430702209473,""translation_y_pixels"":-8.718984603881836,""warp_matrix"":[[0.9999796152114868,-0.006380473263561726,15.301430702209473],[0.006380473263561726,0.9999796152114868,-8.718984603881836]]}"
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,asset-000017,ok,,0.3239536495651374,"{""correlation"":0.9190084301983295,""effective_pixel_count"":236911,""effective_support_fraction"":1.0,""registration_status"":""ok"",""registration_valid_fraction"":0.9813041687011719,""rotation_degrees"":0.4586366929836851,""top_pixel_count"":2370,""translation_x_pixels"":8.195687294006348,""translation_y_pixels"":1.4615799188613892,""warp_matrix"":[[0.9999679327011108,-0.008004634641110897,8.195687294006348],[0.008004634641110897,0.9999679327011108,1.4615799188613892]]}"
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,asset-000018,ok,,0.3192906742546126,"{""correlation"":0.9089995659233742,""effective_pixel_count"":236911,""effective_support_fraction"":1.0,""registration_status"":""ok"",""registration_valid_fraction"":0.9897346496582031,""rotation_degrees"":-0.3687095413076937,""top_pixel_count"":2370,""translation_x_pixels"":1.3147748708724976,""translation_y_pixels"":3.9651505947113037,""warp_matrix"":[[0.9999793171882629,0.0064351512119174,1.3147748708724976],[-0.0064351512119174,0.9999793171882629,3.9651505947113037]]}"
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,asset-000019,ok,,0.3384999075016392,"{""correlation"":0.9135439792974658,""effective_pixel_count"":236911,""effective_support_fraction"":1.0,""registration_status"":""ok"",""registration_valid_fraction"":0.9841232299804688,""rotation_degrees"":0.9030456097009071,""top_pixel_count"":2370,""translation_x_pixels"":9.491244316101074,""translation_y_pixels"":-1.4739185571670532,""warp_matrix"":[[0.9998757839202881,-0.01576046645641327,9.491244316101074],[0.01576046645641327,0.9998757839202881,-1.4739185571670532]]}"
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,asset-000020,ok,,0.2700579300900049,"{""correlation"":0.9535485784424086,""effective_pixel_count"":236911,""effective_support_fraction"":1.0,""registration_status"":""ok"",""registration_valid_fraction"":0.9905357360839844,""rotation_degrees"":1.000089211909471,""top_pixel_count"":2370,""translation_x_pixels"":2.598716974258423,""translation_y_pixels"":-3.54897141456604,""warp_matrix"":[[0.9998476505279541,-0.017453962936997414,2.598716974258423],[0.017453962936997414,0.9998476505279541,-3.54897141456604]]}"
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,asset-000021,ok,,0.3067438953284976,"{""correlation"":0.9249499957964751,""effective_pixel_count"":236911,""effective_support_fraction"":1.0,""registration_status"":""ok"",""registration_valid_fraction"":0.9835090637207031,""rotation_degrees"":-0.35563360784527603,""top_pixel_count"":2370,""translation_x_pixels"":4.176624298095703,""translation_y_pixels"":4.326151371002197,""warp_matrix"":[[0.9999807476997375,0.006206937599927187,4.176624298095703],[-0.006206937599927187,0.9999807476997375,4.326151371002197]]}"
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,asset-000022,ok,,0.41113854647185943,"{""correlation"":0.8877947346490943,""effective_pixel_count"":236830,""effective_support_fraction"":0.9996580994550697,""registration_status"":""ok"",""registration_valid_fraction"":0.973724365234375,""rotation_degrees"":0.5914136454173272,""top_pixel_count"":2369,""translation_x_pixels"":13.990029335021973,""translation_y_pixels"":-0.4181287884712219,""warp_matrix"":[[0.9999467134475708,-0.010321931913495064,13.990029335021973],[0.010321931913495064,0.9999467134475708,-0.4181287884712219]]}"
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,asset-000023,ok,,0.30980088147432994,"{""correlation"":0.9084513208300763,""effective_pixel_count"":236911,""effective_support_fraction"":1.0,""registration_status"":""ok"",""registration_valid_fraction"":0.9683303833007812,""rotation_degrees"":0.5614587691389237,""top_pixel_count"":2370,""translation_x_pixels"":12.72143840789795,""translation_y_pixels"":3.6761767864227295,""warp_matrix"":[[0.999951958656311,-0.00979914702475071,12.72143840789795],[0.00979914702475071,0.999951958656311,3.6761767864227295]]}"
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,asset-000024,ok,,0.49415874930069414,"{""correlation"":0.8745856408871275,""effective_pixel_count"":235697,""effective_support_fraction"":0.9948757128204262,""registration_status"":""ok"",""registration_valid_fraction"":0.9669990539550781,""rotation_degrees"":-0.13090562685973497,""top_pixel_count"":2357,""translation_x_pixels"":13.243659973144531,""translation_y_pixels"":3.732816219329834,""warp_matrix"":[[0.9999973773956299,0.0022847321815788746,13.243659973144531],[-0.0022847321815788746,0.9999973773956299,3.732816219329834]]}"
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,asset-000025,ok,,0.31188161970447686,"{""correlation"":0.9263396487282117,""effective_pixel_count"":235991,""effective_support_fraction"":0.996116685168692,""registration_status"":""ok"",""registration_valid_fraction"":0.9666709899902344,""rotation_degrees"":0.5271414246429127,""top_pixel_count"":2360,""translation_x_pixels"":15.642775535583496,""translation_y_pixels"":1.594556212425232,""warp_matrix"":[[0.9999576807022095,-0.009200223721563816,15.642775535583496],[0.009200223721563816,0.9999576807022095,1.594556212425232]]}"
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,asset-000026,ok,,0.3033986966844341,"{""correlation"":0.9384399280651476,""effective_pixel_count"":236447,""effective_support_fraction"":0.9980414586068186,""registration_status"":""ok"",""registration_valid_fraction"":0.9746551513671875,""rotation_degrees"":-0.02339717328167606,""top_pixel_count"":2365,""translation_x_pixels"":12.058784484863281,""translation_y_pixels"":-0.676395833492279,""warp_matrix"":[[0.9999999403953552,0.0004083577077835798,12.058784484863281],[-0.0004083577077835798,0.9999999403953552,-0.676395833492279]]}"
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,asset-000027,ok,,0.25617211927593003,"{""correlation"":0.9521633508041161,""effective_pixel_count"":236911,""effective_support_fraction"":1.0,""registration_status"":""ok"",""registration_valid_fraction"":0.9738311767578125,""rotation_degrees"":-0.10089857468049439,""top_pixel_count"":2370,""translation_x_pixels"":8.33590030670166,""translation_y_pixels"":5.086512088775635,""warp_matrix"":[[0.9999984502792358,0.0017610114300623536,8.33590030670166],[-0.0017610114300623536,0.9999984502792358,5.086512088775635]]}"
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,asset-000028,ok,,0.34329174350654285,"{""correlation"":0.8928140881890688,""effective_pixel_count"":236541,""effective_support_fraction"":0.9984382320787131,""registration_status"":""ok"",""registration_valid_fraction"":0.9639968872070312,""rotation_degrees"":0.22225961905329214,""top_pixel_count"":2366,""translation_x_pixels"":13.044997215270996,""translation_y_pixels"":5.569138050079346,""warp_matrix"":[[0.9999924898147583,-0.0038791524711996317,13.044997215270996],[0.0038791524711996317,0.9999924898147583,5.569138050079346]]}"
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,asset-000029,ok,,0.3897244510039486,"{""correlation"":0.9062241812224155,""effective_pixel_count"":236798,""effective_support_fraction"":0.9995230276348502,""registration_status"":""ok"",""registration_valid_fraction"":0.9652175903320312,""rotation_degrees"":0.09686686297450586,""top_pixel_count"":2368,""translation_x_pixels"":11.180100440979004,""translation_y_pixels"":6.7921857833862305,""warp_matrix"":[[0.9999985694885254,-0.0016906448872759938,11.180100440979004],[0.0016906448872759938,0.9999985694885254,6.7921857833862305]]}"
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,asset-000030,ok,,0.5849740955648542,"{""correlation"":0.5694776502052861,""effective_pixel_count"":236911,""effective_support_fraction"":1.0,""registration_status"":""ok"",""registration_valid_fraction"":0.9894294738769531,""rotation_degrees"":0.2661135051461254,""top_pixel_count"":2370,""translation_x_pixels"":-2.768193006515503,""translation_y_pixels"":0.27770519256591797,""warp_matrix"":[[0.9999892115592957,-0.004644540138542652,-2.768193006515503],[0.004644540138542652,0.9999892115592957,0.27770519256591797]]}"
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,asset-000031,ok,,0.257355878348089,"{""correlation"":0.9448129336218946,""effective_pixel_count"":236911,""effective_support_fraction"":1.0,""registration_status"":""ok"",""registration_valid_fraction"":0.9859428405761719,""rotation_degrees"":-1.0023333496188236,""top_pixel_count"":2370,""translation_x_pixels"":-6.676226615905762,""translation_y_pixels"":8.987231254577637,""warp_matrix"":[[0.9998469948768616,0.017493125051259995,-6.676226615905762],[-0.017493125051259995,0.9998469948768616,8.987231254577637]]}"
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,asset-000032,ok,,0.3604909811467561,"{""correlation"":0.9228082148308019,""effective_pixel_count"":236911,""effective_support_fraction"":1.0,""registration_status"":""ok"",""registration_valid_fraction"":0.9842796325683594,""rotation_degrees"":1.4803166015567382,""top_pixel_count"":2370,""translation_x_pixels"":4.434573173522949,""translation_y_pixels"":-2.467644214630127,""warp_matrix"":[[0.9996662735939026,-0.025833524763584137,4.434573173522949],[0.025833524763584137,0.9996662735939026,-2.467644214630127]]}"
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,asset-000033,ok,,0.584304997639314,"{""correlation"":0.5594304946811653,""effective_pixel_count"":236911,""effective_support_fraction"":1.0,""registration_status"":""ok"",""registration_valid_fraction"":0.9803237915039062,""rotation_degrees"":0.8048861798964839,""top_pixel_count"":2370,""translation_x_pixels"":0.5643473267555237,""translation_y_pixels"":3.535585403442383,""warp_matrix"":[[0.9999013543128967,-0.014047452248632908,0.5643473267555237],[0.014047452248632908,0.9999013543128967,3.535585403442383]]}"
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,asset-000034,ok,,0.6017448538717841,"{""correlation"":0.5956241892140124,""effective_pixel_count"":236911,""effective_support_fraction"":1.0,""registration_status"":""ok"",""registration_valid_fraction"":0.9832077026367188,""rotation_degrees"":0.9607159017673649,""top_pixel_count"":2370,""translation_x_pixels"":5.856144905090332,""translation_y_pixels"":2.030231237411499,""warp_matrix"":[[0.9998594522476196,-0.016766870394349098,5.856144905090332],[0.016766870394349098,0.9998594522476196,2.030231237411499]]}"
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,asset-000035,ok,,0.608170051086804,"{""correlation"":0.578554408794535,""effective_pixel_count"":236911,""effective_support_fraction"":1.0,""registration_status"":""ok"",""registration_valid_fraction"":0.9911231994628906,""rotation_degrees"":-0.6720305695722316,""top_pixel_count"":2370,""translation_x_pixels"":-6.035567760467529,""translation_y_pixels"":3.585416793823242,""warp_matrix"":[[0.9999312162399292,0.011728877201676369,-6.035567760467529],[-0.011728877201676369,0.9999312162399292,3.585416793823242]]}"
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,asset-000036,ok,,0.36712721962214523,"{""correlation"":0.8972548411404352,""effective_pixel_count"":236911,""effective_support_fraction"":1.0,""registration_status"":""ok"",""registration_valid_fraction"":0.9839057922363281,""rotation_degrees"":-0.5667435561780771,""top_pixel_count"":2370,""translation_x_pixels"":-9.569890022277832,""translation_y_pixels"":2.593888998031616,""warp_matrix"":[[0.9999510645866394,0.009891379624605179,-9.569890022277832],[-0.009891379624605179,0.9999510645866394,2.593888998031616]]}"
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,asset-000037,ok,,0.35942875240713595,"{""correlation"":0.8990340824963626,""effective_pixel_count"":236895,""effective_support_fraction"":0.9999324640898903,""registration_status"":""ok"",""registration_valid_fraction"":0.9694023132324219,""rotation_degrees"":0.44316219727570744,""top_pixel_count"":2369,""translation_x_pixels"":12.868724822998047,""translation_y_pixels"":2.9505598545074463,""warp_matrix"":[[0.9999700784683228,-0.007734562270343304,12.868724822998047],[0.007734562270343304,0.9999700784683228,2.9505598545074463]]}"
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,asset-000038,ok,,0.2540741543666723,"{""correlation"":0.9378881914255881,""effective_pixel_count"":236911,""effective_support_fraction"":1.0,""registration_status"":""ok"",""registration_valid_fraction"":0.9834747314453125,""rotation_degrees"":0.9740325158974509,""top_pixel_count"":2370,""translation_x_pixels"":-0.0937846228480339,""translation_y_pixels"":-0.24533642828464508,""warp_matrix"":[[0.9998555183410645,-0.0169992558658123,-0.0937846228480339],[0.0169992558658123,0.9998555183410645,-0.24533642828464508]]}"
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,asset-000039,ok,,0.3192063522303613,"{""correlation"":0.9375205048520305,""effective_pixel_count"":236619,""effective_support_fraction"":0.9987674696404979,""registration_status"":""ok"",""registration_valid_fraction"":0.9766311645507812,""rotation_degrees"":-0.4303266358006579,""top_pixel_count"":2367,""translation_x_pixels"":8.604775428771973,""translation_y_pixels"":0.405825138092041,""warp_matrix"":[[0.9999718070030212,0.007510546129196882,8.604775428771973],[-0.007510546129196882,0.9999718070030212,0.405825138092041]]}"
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,asset-000040,ok,,0.2980483840789473,"{""correlation"":0.928478540796297,""effective_pixel_count"":236911,""effective_support_fraction"":1.0,""registration_status"":""ok"",""registration_valid_fraction"":0.992034912109375,""rotation_degrees"":0.4315433058890926,""top_pixel_count"":2370,""translation_x_pixels"":-0.8169665932655334,""translation_y_pixels"":-0.6597659587860107,""warp_matrix"":[[0.9999716281890869,-0.007531780283898115,-0.8169665932655334],[0.007531780283898115,0.9999716281890869,-0.6597659587860107]]}"
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,asset-000041,ok,,0.5887416269960283,"{""correlation"":0.5765646392474637,""effective_pixel_count"":236911,""effective_support_fraction"":1.0,""registration_status"":""ok"",""registration_valid_fraction"":0.98492431640625,""rotation_degrees"":0.8427809677420961,""top_pixel_count"":2370,""translation_x_pixels"":2.706047773361206,""translation_y_pixels"":2.042945623397827,""warp_matrix"":[[0.9998918175697327,-0.01470877230167389,2.706047773361206],[0.01470877230167389,0.9998918175697327,2.042945623397827]]}"
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,asset-000042,ok,,0.3228013039515491,"{""correlation"":0.8963535439858169,""effective_pixel_count"":236911,""effective_support_fraction"":1.0,""registration_status"":""ok"",""registration_valid_fraction"":0.972808837890625,""rotation_degrees"":0.0007875676270636469,""top_pixel_count"":2370,""translation_x_pixels"":9.947768211364746,""translation_y_pixels"":4.421505928039551,""warp_matrix"":[[1.0,-1.3745648175245151e-05,9.947768211364746],[1.3745648175245151e-05,1.0,4.421505928039551]]}"
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,asset-000043,ok,,0.5080831520165069,"{""correlation"":0.6827779155804532,""effective_pixel_count"":236911,""effective_support_fraction"":1.0,""registration_status"":""ok"",""registration_valid_fraction"":0.9974021911621094,""rotation_degrees"":0.2980788834141237,""top_pixel_count"":2370,""translation_x_pixels"":1.3080596923828125,""translation_y_pixels"":-1.7255878448486328,""warp_matrix"":[[0.999986469745636,-0.005202434491366148,1.3080596923828125],[0.005202434491366148,0.999986469745636,-1.7255878448486328]]}"
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,asset-000044,ok,,0.29802243144213275,"{""correlation"":0.9244160224473179,""effective_pixel_count"":236874,""effective_support_fraction"":0.9998438232078714,""registration_status"":""ok"",""registration_valid_fraction"":0.967987060546875,""rotation_degrees"":0.4602196739601113,""top_pixel_count"":2369,""translation_x_pixels"":13.131099700927734,""translation_y_pixels"":3.4274890422821045,""warp_matrix"":[[0.9999677538871765,-0.008032262325286865,13.131099700927734],[0.008032262325286865,0.9999677538871765,3.4274890422821045]]}"
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,asset-000045,ok,,0.36411768674598965,"{""correlation"":0.8911783716855853,""effective_pixel_count"":236911,""effective_support_fraction"":1.0,""registration_status"":""ok"",""registration_valid_fraction"":0.9797248840332031,""rotation_degrees"":0.39586935070605384,""top_pixel_count"":2370,""translation_x_pixels"":8.51082706451416,""translation_y_pixels"":2.0170207023620605,""warp_matrix"":[[0.9999761581420898,-0.006909168791025877,8.51082706451416],[0.006909168791025877,0.9999761581420898,2.0170207023620605]]}"
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,asset-000046,ok,,0.6224118165074521,"{""correlation"":0.5977385688255569,""effective_pixel_count"":236911,""effective_support_fraction"":1.0,""registration_status"":""ok"",""registration_valid_fraction"":0.9847221374511719,""rotation_degrees"":0.31157694178483697,""top_pixel_count"":2370,""translation_x_pixels"":6.391402721405029,""translation_y_pixels"":1.4502849578857422,""warp_matrix"":[[0.9999852180480957,-0.005438016727566719,6.391402721405029],[0.005438016727566719,0.9999852180480957,1.4502849578857422]]}"
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,asset-000047,ok,,0.3458564659917818,"{""correlation"":0.887929784740004,""effective_pixel_count"":236364,""effective_support_fraction"":0.9976911160731246,""registration_status"":""ok"",""registration_valid_fraction"":0.9740791320800781,""rotation_degrees"":-2.047708521877999,""top_pixel_count"":2364,""translation_x_pixels"":-1.1488628387451172,""translation_y_pixels"":13.81562614440918,""warp_matrix"":[[0.9993613958358765,0.03573164716362953,-1.1488628387451172],[-0.03573164716362953,0.9993613958358765,13.81562614440918]]}"
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,asset-000048,ok,,0.307186988649992,"{""correlation"":0.9102294246856862,""effective_pixel_count"":236911,""effective_support_fraction"":1.0,""registration_status"":""ok"",""registration_valid_fraction"":0.978973388671875,""rotation_degrees"":-0.35652371881104394,""top_pixel_count"":2370,""translation_x_pixels"":-5.25589656829834,""translation_y_pixels"":8.721479415893555,""warp_matrix"":[[0.999980628490448,0.0062224725261330605,-5.25589656829834],[-0.0062224725261330605,0.999980628490448,8.721479415893555]]}"
